tid,id,beer-name,style,ounces,abv,ibu,brewery_id,brewery-name,city,state
1085,2390,Nonstop Hef Hop,American Pale Wheat Ale,16.0 oz,0.039,20.0,80,Hopworks Urban Brewery,Portland,OR
1087,2388,Rise Up Red,American Amber / Red Ale,16.0 oz,0.057999999999999996,60.0,80,Hopworks Urban Brewery,Portland,OR
1091,1398,Pigwar White India Pale Ale,American White IPA,16.0 oz,0.06,60.0,80,Hopworks Urban Brewery,Portland,OR
1093,916,Abominable Winter Ale (2012),American Strong Ale,16.0 oz,0.073,70.0,80,Hopworks Urban Brewery,Portland,OR
1094,658,HUB Lager,Czech Pilsener,16.0 oz,0.051,32.0,80,Hopworks Urban Brewery,Portland,OR
110,1217,El Steinber Dark Lager,Vienna Lager,16.0 oz,0.055,25.0,171,Anderson Valley Brewing Company,Boonville,CA
1107,2350,Oklahoma Suks,American Amber / Red Ale,12.0 oz,0.048,32.0,140,Independence Brewing Company,Austin,TX
1114,558,I-10 IPA,American IPA,12.0 oz,0.068,55.0,527,Intuition Ale Works,Jacksonville,FL
1115,553,People's Pale Ale,American Pale Ale (APA),12.0 oz,0.053,28.0,527,Intuition Ale Works,Jacksonville,FL
1116,2376,Summer Ale,American Blonde Ale,12.0 oz,0.049,N/A,123,Ipswich Ale Brewery,Ipswich,MA
1118,2673,House Lager,Keller Bier / Zwickel Bier,16.0 oz,0.052000000000000005,18.0,2,Jack's Abby Craft Lagers,Framingham,MA
112,753,Summer Solstice Cerveza Crema (2009),Cream Ale,12.0 oz,0.055999999999999994,4.0,171,Anderson Valley Brewing Company,Boonville,CA
1129,688,Firefly Amber Ale,American Amber / Red Ale,12.0 oz,0.05,N/A,92,Jackie O's Pub & Brewery,Athens,OH
1134,1525,Yabba Dhaba Chai Tea Porter,American Porter,12.0 oz,0.055,N/A,32,James Page Brewing Company,Stevens Point,WI
1141,467,Joseph James American Lager,American Adjunct Lager,12.0 oz,0.052000000000000005,15.0,233,Joseph James Brewing Company,Henderson,NV
1155,1572,KelSo India Pale Ale,American IPA,12.0 oz,0.06,64.0,342,KelSo Beer Company,Brooklyn,NY
1160,348,Skilak Scottish Ale (2011),Scottish Ale,12.0 oz,0.057999999999999996,N/A,458,Kenai River Brewing Company,Soldotna,AK
1170,60,Widow Maker Black Ale,American Brown Ale,12.0 oz,,N/A,84,Keweenaw Brewing Company,Houghton,MI
1173,57,Red Jacket Amber Ale,American Amber / Red Ale,12.0 oz,,N/A,84,Keweenaw Brewing Company,Houghton,MI
1184,590,Longboard Island Lager,American Amber / Red Lager,12.0 oz,0.046,18.0,439,Kona Brewing Company,Kona,HI
1195,2108,Laughing Dog Cream Ale,Cream Ale,12.0 oz,0.05,12.0,218,Laughing Dog Brewing Company,Ponderay,ID
1197,1396,Laughing Dog IPA,American IPA,12.0 oz,0.064,66.0,218,Laughing Dog Brewing Company,Ponderay,ID
1200,1445,Lazy Monk Bohemian Pilsner,Czech Pilsener,16.0 oz,0.05,N/A,406,Lazy Monk Brewing,Eau Claire,WI
1208,1832,Adam's Stout,American Stout,12.0 oz,0.057999999999999996,40.0,298,Liquid Hero Brewery,York,PA
1209,1688,American Hero,American Amber / Red Ale,12.0 oz,0.057,42.0,298,Liquid Hero Brewery,York,PA
1218,1926,Long Trail IPA,English India Pale Ale (IPA),12.0 oz,0.059000000000000004,42.0,268,Long Trail Brewing Company,Bridgewater Corners,VT
1224,2583,Vermont Pilsner,German Pilsener,16.0 oz,0.048,20.0,41,Lost Nation Brewing,East Fairfield,VT
1227,1309,Face Plant IPA,American IPA,12.0 oz,0.062,65.0,430,Lost Rhino Brewing Company,Ashburn,VA
1240,961,Mac's Scottish Style Amber Ale (2000),American Amber / Red Ale,12.0 oz,0.051,32.0,485,MacTarnahans Brewing Company,Portland,OR
1242,1008,Macon History Ale,American Brown Ale,12.0 oz,0.055,N/A,400,Macon Beer Company,Macon,GA
1244,2209,Sol Drifter,American Blonde Ale,12.0 oz,0.043,18.0,91,Madtree Brewing Company,Cincinnati,OH
1265,1356,Monk from the 'Yunk,Tripel,12.0 oz,0.09,30.0,356,Manayunk Brewing Company,Philadelphia,PA
1266,1355,Schuylkill Punch,Fruit / Vegetable Beer,12.0 oz,0.06,14.0,356,Manayunk Brewing Company,Philadelphia,PA
1271,1671,Gillespie Brown Ale,American Brown Ale,12.0 oz,0.095,49.0,346,Manzanita Brewing Company,Santee,CA
1277,1716,Sexy Chaos,Russian Imperial Stout,16.0 oz,0.099,N/A,317,Marshall Wharf Brewing Company,Belfast,ME
1280,2308,River House,Saison / Farmhouse Ale,16.0 oz,0.05,20.0,161,Martin House Brewing Company,Fort Worth,TX
1292,959,Saranac Adirondack Light (2002),Light Lager,12.0 oz,0.045,N/A,299,Matt Brewing Company,Utica,NY
1296,773,Blueberry Blonde Ale,American Blonde Ale,12.0 oz,0.05,12.0,299,Matt Brewing Company,Utica,NY
1298,453,Saranac Summer Ale (2011),American Pale Wheat Ale,12.0 oz,0.047,N/A,299,Matt Brewing Company,Utica,NY
1300,133,Saranac Pale Ale (16 oz.),English Pale Ale,16.0 oz,0.055,N/A,299,Matt Brewing Company,Utica,NY
1301,1578,Lahaina Town Brown,American Brown Ale,12.0 oz,0.051,20.0,375,Maui Brewing Company,Lahaina,HI
1305,712,Liquid Breadfruit,Fruit / Vegetable Beer,12.0 oz,0.08199999999999999,N/A,375,Maui Brewing Company,Lahaina,HI
1310,33,Bikini Blonde Lager,Munich Helles Lager,12.0 oz,0.045,18.0,375,Maui Brewing Company,Lahaina,HI
1312,31,Big Swell IPA,American IPA,12.0 oz,0.062,65.0,375,Maui Brewing Company,Lahaina,HI
1319,2186,Tsunami IPA,American IPA,19.2 oz,0.07200000000000001,75.0,203,Mehana Brewing Co.,Hilo,HI
1323,2177,Volcano Red Ale,American Amber / Red Ale,12.0 oz,0.052000000000000005,23.0,203,Mehana Brewing Co.,Hilo,HI
1328,1325,Big Rod Coconut Ale,American Blonde Ale,12.0 oz,0.053,16.0,393,Miami Brewing Company,Miami,FL
133,735,On-On Ale (2008),American Pale Ale (APA),12.0 oz,0.052000000000000005,N/A,513,Arctic Craft Brewery,Colorado Springs,CO
1339,2663,Grazias,Cream Ale,16.0 oz,0.063,30.0,3,Mike Hess Brewing Company,San Diego,CA
1347,2529,Love In An Ellavator,American IPA,24.0 oz,0.075,N/A,65,Mikerphone Brewing,Chicago,IL
136,1172,Mo's Gose,Gose,16.0 oz,0.052000000000000005,10.0,461,Armstrong Brewing Company,South San Francisco,CA
1360,171,Louie’s Demise Immort-Ale (2010),American Amber / Red Ale,16.0 oz,0.051,24.0,284,Milwaukee Brewing Company,Milwaukee,WI
138,550,Rocket Girl,Kölsch,12.0 oz,0.032,27.0,528,Asheville Brewing Company,Asheville,NC
1393,327,Wapiti Amber Ale,American Amber / Red Ale,12.0 oz,0.05,N/A,549,Mogollon Brewing Company,Flagstaff,AZ
1396,717,Monkey Paw Oatmeal Pale Ale,American Pale Ale (APA),16.0 oz,0.057999999999999996,N/A,514,Monkey Paw Pub & Brewery,San Diego,CA
1401,1052,Honey Wheat,American Pale Wheat Ale,12.0 oz,0.047,14.0,326,Morgan Street Brewery,Saint Louis,MO
1404,2413,Cali Creamin',Cream Ale,12.0 oz,0.052000000000000005,21.0,111,Mother Earth Brew Company,Vista,CA
1405,419,Second Wind Pale Ale,American Pale Ale (APA),12.0 oz,0.05,N/A,540,Mother Earth Brewing Company,Kinston,NC
1407,2237,Towhead,American Blonde Ale,12.0 oz,0.052000000000000005,21.0,188,Mother's Brewing,Springfield,MO
1418,421,Mustang Golden Ale,American Blonde Ale,12.0 oz,0.053,10.0,366,Mustang Brewing Company,Mustang,OK
1420,2345,Gansett Light,Light Lager,16.0 oz,0.037000000000000005,10.0,143,Narragansett Brewing Company,Providence,RI
1427,316,Narragansett Porter,American Porter,16.0 oz,0.07,22.0,143,Narragansett Brewing Company,Providence,RI
1432,1265,Old Grogham Imperial India Pale Ale,American Double / Imperial IPA,16.0 oz,0.085,86.0,387,Natian Brewery,Portland,OR
1436,1705,Wick For Brains,Pumpkin Ale,12.0 oz,0.061,11.0,337,Nebraska Brewing Company,Papillion,NE
1439,1146,Brunette Nut Brown Ale,English Brown Ale,12.0 oz,0.048,15.0,337,Nebraska Brewing Company,Papillion,NE
1454,578,Shift,American Pale Lager,16.0 oz,0.05,29.0,82,New Belgium Brewing Company,Fort Collins,CO
1468,41,Elm City Lager (2007),American Pilsner,12.0 oz,0.05,N/A,410,New England Brewing Company,Woodbridge,CT
1483,915,Green Head IPA,American IPA,12.0 oz,0.07200000000000001,N/A,495,Newburyport Brewing Company,Newburyport,MA
1491,1305,Station 33 Firehouse Red,Irish Red Ale,12.0 oz,0.055,N/A,431,North Country Brewing Company,Slippery Rock,PA
1492,1304,Slimy Pebble Pils,German Pilsener,12.0 oz,0.045,N/A,431,North Country Brewing Company,Slippery Rock,PA
1497,2688,Stronghold,American Porter,16.0 oz,0.06,25.0,0,NorthGate Brewing,Minneapolis,MN
1507,1258,5 Day IPA,American IPA,12.0 oz,0.061,66.0,442,O'Fallon Brewery,O'Fallon,MO
1510,1669,Oakshire Amber Ale,American Amber / Red Ale,12.0 oz,0.054000000000000006,24.0,150,Oakshire Brewing,Eugene,OR
1511,1668,Overcast Espresso Stout,American Stout,12.0 oz,0.057999999999999996,27.0,150,Oakshire Brewing,Eugene,OR
1513,2247,Lake Monster,Baltic Porter,16.0 oz,0.08199999999999999,25.0,184,Oasis Texas Brewing Company,Austin,TX
1519,1129,Occidental Altbier,Altbier,16.0 oz,0.05,N/A,200,Occidental Brewing Company,Portland,OR
152,2495,Michelada,Fruit / Vegetable Beer,16.0 oz,0.052000000000000005,N/A,72,Atwater Brewery,Detroit,MI
1523,2333,Psycho Penguin Vanilla Porter,American Porter,12.0 oz,0.054000000000000006,36.0,148,Odyssey Beerwerks,Arvada,CO
1527,1430,Helios Hefeweizen (2013),Hefeweizen,12.0 oz,0.047,N/A,148,Odyssey Beerwerks,Arvada,CO
1532,601,Winter Games Select #32 Stout,American Stout,16.0 oz,0.057,26.0,471,Okoboji Brewing Company,Spirit Lake,IA
1537,1485,Plowshare Porter,American Porter,16.0 oz,0.055,N/A,301,Old Forge Brewing Company,Danville,PA
1553,1859,Old Chub NITRO,Scotch Ale / Wee Heavy,16.0 oz,0.08,N/A,166,Oskar Blues Brewery,Longmont,CO
156,1409,Heavy Machinery IPA Series #1: Heavy Fist,American Black Ale,16.0 oz,0.07,N/A,413,Austin Beerworks,Austin,TX
1560,1252,Dale's Pale Ale,American Pale Ale (APA),12.0 oz,0.065,65.0,166,Oskar Blues Brewery,Longmont,CO
1567,828,Dale's Pale Ale (2012),American Pale Ale (APA),12.0 oz,0.065,65.0,166,Oskar Blues Brewery,Longmont,CO
158,342,Peacemaker,American Pale Ale (APA),12.0 oz,0.051,N/A,413,Austin Beerworks,Austin,TX
1589,785,Old Chub (2003),Scottish Ale,12.0 oz,0.08,35.0,503,Oskar Blues Brewery,Lyons,CO
1592,743,Dale's Pale Ale (2004),American Pale Ale (APA),12.0 oz,0.065,65.0,503,Oskar Blues Brewery,Lyons,CO
1594,741,Dale's Pale Ale (2002),American Pale Ale (APA),12.0 oz,0.065,65.0,503,Oskar Blues Brewery,Lyons,CO
1600,1175,Old Chub,Scottish Ale,12.0 oz,0.08,35.0,389,Oskar Blues Brewery (North Carol...,Brevard,NC
1604,1946,Overgrown American Pale Ale,American Pale Ale (APA),12.0 oz,0.055,55.0,261,Otter Creek Brewing,Waterbury,VT
1607,927,Dirty Hippie Dark Wheat,American Dark Wheat Ale,12.0 oz,0.053,N/A,341,Palisade Brewing Company,Palisade,CO
1615,1043,North Fork Lager,American Pale Lager,12.0 oz,0.044000000000000004,N/A,307,Payette Brewing Company,Garden City,ID
1626,1794,People's Pilsner,German Pilsener,12.0 oz,0.045,N/A,205,People's Brewing Company,Lafayette,IN
1627,2633,Hotbox Brown,American Brown Ale,12.0 oz,0.055,10.0,13,Perrin Brewing Company,Comstock Park,MI
1636,1056,Pete's Wicked Pale Ale (1997),American Pale Ale (APA),12.0 oz,,N/A,470,Pete's Brewing Company,San Antonio,TX
1638,1054,Pete's Wicked Summer Brew (1997),American Pale Wheat Ale,12.0 oz,0.047,N/A,470,Pete's Brewing Company,San Antonio,TX
1639,1053,Pete's Wicked Summer Brew (1996),American Pale Wheat Ale,12.0 oz,0.047,N/A,470,Pete's Brewing Company,San Antonio,TX
1646,1518,Devils Head Red Ale,American Amber / Red Ale,16.0 oz,0.073,N/A,355,Pikes Peak Brewing Company,Monument,CO
165,107,Avery India Pale Ale,American IPA,12.0 oz,0.063,69.0,37,Avery Brewing Company,Boulder,CO
1650,1791,Hot Date Ale,Chile Beer,16.0 oz,0.06,20.0,314,Piney River Brewing Company,Bucryus,MO
1654,847,Old Tom Porter,American Porter,16.0 oz,0.055,25.0,314,Piney River Brewing Company,Bucryus,MO
1655,846,Black Walnut Wheat,American Dark Wheat Ale,16.0 oz,0.045,18.0,314,Piney River Brewing Company,Bucryus,MO
1661,1589,PONTO S.I.P.A.,American IPA,16.0 oz,0.045,N/A,370,Pizza Port Brewing Company,Carlsbad,CA
1662,1457,Chronic Ale,American Amber / Red Ale,16.0 oz,0.049,N/A,370,Pizza Port Brewing Company,Carlsbad,CA
1678,2031,Golden Fleece,Belgian Pale Ale,12.0 oz,0.045,35.0,246,Quest Brewing Company,Greenville,SC
1679,2030,Smoking Mirror,American Porter,12.0 oz,0.055,30.0,246,Quest Brewing Company,Greenville,SC
1687,1091,Hans' Pils (2015),German Pilsener,12.0 oz,0.053,52.0,128,Real Ale Brewing Company,Blanco,TX
1690,1021,Watership Brown Ale,American Brown Ale,12.0 oz,0.07200000000000001,55.0,475,Red Hare Brewing Company,Marietta,GA
1694,2515,Pump House IPA,American IPA,16.0 oz,0.055,45.0,68,Red Shedman Farm Brewery and Hop...,Mt. Airy,MD
1701,339,Copper Hook (2011),American Amber / Red Ale,12.0 oz,0.057999999999999996,27.0,487,Redhook Brewery,Woodinville,WA
1718,220,Colorado Red Ale,American Amber / Red Ale,12.0 oz,0.062,N/A,386,Revolution Brewing,Paonia,CO
1726,415,Anti-Hero IPA,American IPA,12.0 oz,0.065,70.0,44,Revolution Brewing Company,Chicago,IL
1729,2451,Pure Fury,American Pale Ale (APA),12.0 oz,0.055,42.0,93,Rhinegeist Brewery,Cincinnati,OH
1746,2048,Dayman IPA,American IPA,12.0 oz,0.05,N/A,43,Rivertowne Brewing Company,Export,PA
1753,1102,Maxwell's Scottish Ale,Scottish Ale,12.0 oz,0.051,N/A,43,Rivertowne Brewing Company,Export,PA
1758,1330,Track 1 Amber Lager,American Amber / Red Lager,16.0 oz,0.045,N/A,427,Roanoke Railhouse Brewery,Roanoke,VA
1766,1860,Rogue American Amber Ale,American Amber / Red Ale,16.0 oz,0.051,N/A,289,Rogue Ales,Newport,OR
1782,1868,Saint Archer White Ale,Witbier,12.0 oz,0.05,15.0,288,Saint Archer Brewery,San Diego,CA
1792,1299,Supermonk I.P.A.,Belgian IPA,12.0 oz,0.065,N/A,30,SanTan Brewing Company,Chandler,AZ
1797,850,Devil’s Ale,American Pale Ale (APA),12.0 oz,0.055,45.0,30,SanTan Brewing Company,Chandler,AZ
1801,317,Hop Shock IPA (2010),American IPA,12.0 oz,0.07,85.0,30,SanTan Brewing Company,Chandler,AZ
1806,1391,Sanitas Black IPA,American Black Ale,12.0 oz,0.068,65.0,419,Sanitas Brewing Company,Boulder,CO
1811,967,Black IPA,American Black Ale,12.0 oz,0.071,95.0,392,Santa Fe Brewing Company,Santa Fe,NM
1818,1503,Oak Aged Cider,Cider,12.0 oz,0.065,N/A,394,Schilling & Company,Seattle,WA
1821,1324,Schlafly Yakima Wheat Ale,American Pale Wheat Ale,12.0 oz,0.05,45.0,428,Schlafly Brewing Company,Saint Louis,MO
1829,1416,Dry Cider,Cider,16.0 oz,0.065,N/A,411,Seattle Cider Company,Seattle,WA
1830,1415,Dry Hard Cider,Cider,16.0 oz,0.065,N/A,411,Seattle Cider Company,Seattle,WA
1841,975,Shipyard Summer Ale,American Pale Wheat Ale,12.0 oz,0.051,N/A,385,Shipyard Brewing Company,Portland,ME
1858,2479,Jammer,Gose,12.0 oz,0.042,16.0,46,Sixpoint Craft Ales,Brooklyn,NY
186,1019,Longfin Lager,Munich Helles Lager,12.0 oz,0.046,N/A,34,Ballast Point Brewing Company,San Diego,CA
1869,1385,Bengali Tiger,American IPA,16.0 oz,0.064,62.0,46,Sixpoint Craft Ales,Brooklyn,NY
1881,1942,Rudie Session IPA,American IPA,12.0 oz,0.045,N/A,264,Ska Brewing Company,Durango,CO
1882,1708,Taster's Choice,Doppelbock,12.0 oz,0.07400000000000001,N/A,264,Ska Brewing Company,Durango,CO
1886,1013,Hibernal Vinifera Stout,Foreign / Export Stout,12.0 oz,0.08,N/A,264,Ska Brewing Company,Durango,CO
1890,69,Euphoria Pale Ale,American Pale Ale (APA),12.0 oz,0.061,N/A,264,Ska Brewing Company,Durango,CO
1891,68,ESB Special Ale,Extra Special / Strong Bitter (ESB),12.0 oz,0.057,58.0,264,Ska Brewing Company,Durango,CO
1899,1588,Sly Fox Christmas Ale 2013,Winter Warmer,12.0 oz,0.055,16.0,371,Sly Fox Brewing Company,Pottstown,PA
191,2618,Thai.p.a,American IPA,16.0 oz,0.07,46.0,20,Bare Hands Brewery,Granger,IN
1913,2405,Alter Ego,Saison / Farmhouse Ale,12.0 oz,0.062,33.0,115,Smartmouth Brewing Company,Norfolk,VA
1918,406,Snake River Lager,Vienna Lager,12.0 oz,0.05,18.0,191,Snake River Brewing Company,Jackson,WY
1924,1595,Dagger Falls IPA,American IPA,12.0 oz,0.063,100.0,309,Sockeye Brewing Company,Boise,ID
1929,1298,Sockeye Belgian Style Summer Ale,Witbier,16.0 oz,0.05,N/A,309,Sockeye Brewing Company,Boise,ID
193,1343,Barrio Tucson Blonde,American Blonde Ale,12.0 oz,0.045,N/A,251,Barrio Brewing Company,Tucson,AZ
1930,1181,Sockeye Maibock,Maibock / Helles Bock,12.0 oz,0.064,N/A,309,Sockeye Brewing Company,Boise,ID
1945,2362,2014 IPA Cicada Series,American IPA,16.0 oz,0.075,72.0,133,Southern Prohibition Brewing Com...,Hattiesburg,MS
1950,1745,Mississippi Fire Ant,American Amber / Red Ale,16.0 oz,0.08,80.0,133,Southern Prohibition Brewing Com...,Hattiesburg,MS
1954,2387,Pine Belt Pale Ale,American Pale Ale (APA),12.0 oz,0.065,45.0,118,Southern Star Brewing Company,Conroe,TX
1960,1010,Old Potentate,Old Ale,12.0 oz,0.07200000000000001,40.0,118,Southern Star Brewing Company,Conroe,TX
1962,853,PRO-AM (2012) (2012),American Double / Imperial IPA,12.0 oz,0.099,100.0,118,Southern Star Brewing Company,Conroe,TX
1964,555,Le Mort Vivant (2011),Bière de Garde,12.0 oz,0.069,23.0,118,Southern Star Brewing Company,Conroe,TX
1965,46,Buried Hatchet Stout,Foreign / Export Stout,12.0 oz,0.083,50.0,118,Southern Star Brewing Company,Conroe,TX
1970,2271,Ball & Chain (2014),American Pale Ale (APA),16.0 oz,0.057999999999999996,N/A,175,Spiteful Brewing Company,Chicago,IL
198,2187,Celestial Meridian Cascadian Dark Lager,Euro Dark Lager,12.0 oz,0.051,45.0,116,Base Camp Brewing Co.,Portland,OR
1980,1633,Fat Badger,Irish Red Ale,12.0 oz,0.057999999999999996,N/A,175,Spiteful Brewing Company,Chicago,IL
1984,1587,Seven Gates Pale Ale,American Pale Ale (APA),12.0 oz,0.055999999999999994,N/A,372,Spring House Brewing Company,Conestoga,PA
1985,2242,Gunga Din,Cider,16.0 oz,0.052000000000000005,N/A,186,St. Julian Winery,Paw Paw,MI
1986,1544,Starr Pils,German Pilsener,12.0 oz,0.042,20.0,383,Starr Hill Brewery,Crozet,VA
1992,91,Steam Engine Lager,American Amber / Red Lager,12.0 oz,0.057,25.0,119,Steamworks Brewing Company,Durango,CO
1996,2270,Point Cascade Pale Ale (2013),American Pale Ale (APA),12.0 oz,0.054000000000000006,33.0,131,Stevens Point Brewery,Stevens Point,WI
2008,684,Drop Dead Blonde,American Blonde Ale,12.0 oz,0.035,N/A,131,Stevens Point Brewery,Stevens Point,WI
2011,357,2012 Black Ale,American Brown Ale,12.0 oz,0.054000000000000006,32.0,131,Stevens Point Brewery,Stevens Point,WI
2015,138,Point Special Lager,American Adjunct Lager,12.0 oz,0.047,9.0,131,Stevens Point Brewery,Stevens Point,WI
2020,922,Sunsplash Golden Ale (2004),American Blonde Ale,12.0 oz,0.045,N/A,492,Stone Coast Brewing Company,Portland,ME
2024,2369,Straub Beer (Current),American Adjunct Lager,12.0 oz,0.05,N/A,129,Straub Brewery,St Mary's,PA
203,1855,Tarnation California-Style Lager,California Common / Steam Beer,12.0 oz,0.053,N/A,292,Baxter Brewing Company,Lewiston,ME
2038,2082,Whip Fight,Scotch Ale / Wee Heavy,16.0 oz,0.09,30.0,25,Sun King Brewing Company,Indianapolis,IN
2043,1996,Fistful of Hops Green,American IPA,16.0 oz,0.064,75.0,25,Sun King Brewing Company,Indianapolis,IN
2047,1420,Grapefruit Jungle (GFJ),American IPA,16.0 oz,0.075,77.0,25,Sun King Brewing Company,Indianapolis,IN
205,1209,Summer Swelter,American Pale Wheat Ale,12.0 oz,0.047,N/A,292,Baxter Brewing Company,Lewiston,ME
2059,739,Indianapolis Indians Lager,Dortmunder / Export Lager,16.0 oz,0.052000000000000005,24.0,25,Sun King Brewing Company,Indianapolis,IN
2061,660,Chaka,Belgian Strong Pale Ale,16.0 oz,0.08,N/A,25,Sun King Brewing Company,Indianapolis,IN
2068,55,Sunlight Cream Ale,Cream Ale,16.0 oz,0.053,20.0,25,Sun King Brewing Company,Indianapolis,IN
2078,18,SurlyFest,Rye Beer,16.0 oz,0.055,34.0,61,Surly Brewing Company,Brooklyn Center,MN
2079,17,Coffee Bender,American Brown Ale,16.0 oz,0.051,45.0,61,Surly Brewing Company,Brooklyn Center,MN
2085,1242,Big Nose,American IPA,12.0 oz,0.073,50.0,447,Swamp Head Brewery,Gainesville,FL
2101,362,Blacktop Blonde,American Blonde Ale,12.0 oz,0.05,19.0,449,TailGate Beer,San Diego,CA
2107,1063,Vanilla Bean Buffalo Sweat,Oatmeal Stout,16.0 oz,0.05,20.0,45,Tallgrass Brewing Company,Manhattan,KS
211,182,Stowaway IPA,American IPA,12.0 oz,0.069,69.0,292,Baxter Brewing Company,Lewiston,ME
2116,105,Köld Lager (2010),German Pilsener,16.0 oz,0.05,16.0,45,Tallgrass Brewing Company,Manhattan,KS
2120,101,Tallgrass IPA,American IPA,16.0 oz,0.063,60.0,45,Tallgrass Brewing Company,Manhattan,KS
2127,2447,Mr. Orange,Witbier,16.0 oz,0.057,N/A,7,Tapistry Brewing,Bridgman,MI
2128,2601,Deduction,Dubbel,12.0 oz,0.08,22.0,28,Taxman Brewing Company,Bargersville,IN
2137,2118,Battle LIne,American Brown Ale,12.0 oz,0.063,23.0,215,Texian Brewing Co.,Richmond,TX
2138,2117,Broken Bridge,Dunkelweizen,12.0 oz,0.055999999999999994,12.0,215,Texian Brewing Co.,Richmond,TX
2140,1916,Petit Mutant,American Wild Ale,16.0 oz,0.06,N/A,272,The Alchemist,Waterbury,VT
2151,1079,Ozzy,Belgian Pale Ale,12.0 oz,0.073,N/A,262,The Brewer's Art,Baltimore,MD
2153,1748,Bronx Summer Pale Ale,American Pale Ale (APA),16.0 oz,0.052000000000000005,16.0,329,The Bronx Brewery,Bronx,NY
2158,2034,South Bay Session IPA,American IPA,16.0 oz,0.05,N/A,33,The Dudes' Brewing Company,Torrance,CA
2160,1561,Double Trunk,American Double / Imperial IPA,16.0 oz,0.099,101.0,33,The Dudes' Brewing Company,Torrance,CA
2178,1912,40 Mile IPA,American IPA,12.0 oz,0.06,50.0,273,Three Notch'd Brewing Company,Charlottesville,VA
2181,2615,Pale,American Pale Ale (APA),16.0 oz,0.054000000000000006,37.0,21,Three Pints Brewing,Martinsville,IN
2185,122,Golden Frau Honey Wheat,Braggot,12.0 oz,0.075,N/A,282,Thunderhead Brewing Company,Kearney,NE
2188,2622,Damascene Apricot Sour,Fruit / Vegetable Beer,16.0 oz,0.052000000000000005,12.0,17,Tin Man Brewing Company,Evansville,IN
2189,2621,Csar,Russian Imperial Stout,16.0 oz,0.12,90.0,17,Tin Man Brewing Company,Evansville,IN
2193,950,Rivet Irish Red Ale,Irish Red Ale,16.0 oz,0.051,22.0,17,Tin Man Brewing Company,Evansville,IN
2198,1754,Parade Ground Coffee Porter,American Porter,12.0 oz,0.07,35.0,152,Tin Roof Brewing Company,Baton Rouge,LA
2201,495,Voodoo Bengal Pale Ale,American Pale Ale (APA),12.0 oz,0.055,37.0,152,Tin Roof Brewing Company,Baton Rouge,LA
2223,2235,Day Hike Session,American IPA,12.0 oz,0.040999999999999995,41.0,190,Two Beers Brewing Company,Seattle,WA
2224,1661,Trailhead ISA,American IPA,12.0 oz,0.048,48.0,190,Two Beers Brewing Company,Seattle,WA
2231,518,Immersion Amber Ale (2011),American Amber / Red Ale,12.0 oz,0.052000000000000005,27.0,190,Two Beers Brewing Company,Seattle,WA
2235,2497,Wobble,American IPA,16.0 oz,0.063,69.0,74,Two Brothers Brewing Company,Warrenville,IL
2240,1042,Atom Smasher,Märzen / Oktoberfest,12.0 oz,0.077,23.0,74,Two Brothers Brewing Company,Warrenville,IL
2243,861,Cane and Ebel,American Strong Ale,12.0 oz,0.07,68.0,74,Two Brothers Brewing Company,Warrenville,IL
2245,2037,The Gilded Age,Munich Helles Lager,12.0 oz,0.045,N/A,243,Two Henrys Brewing Company,Plant City,FL
2247,1189,Honeyspot Road White IPA,American White IPA,12.0 oz,0.06,N/A,435,Two Roads Brewing Company,Stratford,CT
2252,2100,Yard Sale Winter Lager,American Amber / Red Lager,12.0 oz,0.04,22.0,159,Uinta Brewing Company,Salt Lake City,UT
2265,877,Draught Hard Apple Cider,Cider,16.0 oz,0.065,N/A,338,Uncle John's Fruit House Winery,St. John's,MI
2271,2507,Double Duckpin,American Double / Imperial IPA,12.0 oz,0.085,90.0,71,Union Craft Brewing,Baltimore,MD
2273,829,Duckpin Pale Ale,American Pale Ale (APA),12.0 oz,0.055,N/A,71,Union Craft Brewing,Baltimore,MD
2285,1853,Ferus Fluxus Wild Belgian Pale Ale,American Wild Ale,19.2 oz,0.075,30.0,51,Upslope Brewing Company,Boulder,CO
2292,444,Upslope Craft Lager,Vienna Lager,12.0 oz,0.048,22.0,51,Upslope Brewing Company,Boulder,CO
2310,1376,Hard Apple,Cider,16.0 oz,0.068,N/A,185,Vander Mill Ciders,Spring Lake,MI
2312,1770,Voodoo Love Child,Tripel,12.0 oz,0.092,25.0,322,Voodoo Brewery,Meadville,PA
2318,1846,Wachusett Light IPA,American IPA,12.0 oz,0.04,37.0,295,Wachusett Brewing Company,Westminster,MA
233,1317,Steel Rail Extra Pale Ale,American Pale Ale (APA),12.0 oz,0.053,20.0,278,Berkshire Brewing Company,South Deerfield,MA
2330,2450,Self Starter,American IPA,16.0 oz,0.052000000000000005,67.0,94,Warped Wing Brewing Company,Dayton,OH
2341,575,Westbrook IPA,American IPA,12.0 oz,0.068,65.0,384,Westbrook Brewing Company,Mt. Pleasant,SC
2344,1550,Charlie in the Rye,American IPA,12.0 oz,0.057999999999999996,55.0,351,Westfield River Brewing Company,Westfield,MA
2357,1838,Hefe Lemon,Radler,12.0 oz,0.049,30.0,296,Widmer Brothers Brewing Company,Portland,OR
236,1156,Number 22 Porter,American Porter,12.0 oz,0.064,N/A,463,Big Bend Brewing Company,Alpine,TX
